open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2020-01-03 02:00:00+00:00,125.96,127.01,125.8,126.91,23903.653,2020-01-03 02:59:59.999000+00:00,3024929.21333,2593.0,14670.709,1856859.5604,0
2020-01-03 03:00:00+00:00,126.9,127.0,126.59,126.76,8096.512,2020-01-03 03:59:59.999000+00:00,1026301.63661,832.0,4049.474,513272.9144,0
2020-01-03 04:00:00+00:00,126.81,130.18,126.81,129.23,102989.591,2020-01-03 04:59:59.999000+00:00,13264392.28073,9535.0,58820.941,7574758.32994,0
2020-01-03 05:00:00+00:00,129.23,129.95,128.69,129.18,32311.229,2020-01-03 05:59:59.999000+00:00,4174432.92771,3082.0,17253.368,2229634.88998,0
2020-01-03 06:00:00+00:00,129.18,129.31,128.75,129.16,20776.304,2020-01-03 06:59:59.999000+00:00,2680946.46453,2119.0,10582.011,1365452.07872,0
2020-01-03 07:00:00+00:00,129.15,129.43,128.69,128.82,24113.917,2020-01-03 07:59:59.999000+00:00,3112507.54217,2281.0,9349.681,1206950.42279,0
2020-01-03 08:00:00+00:00,128.84,132.97,128.66,132.11,113733.546,2020-01-03 08:59:59.999000+00:00,14903248.14124,12848.0,57570.066,7553268.99115,0
2020-01-03 09:00:00+00:00,132.12,132.81,131.66,132.32,47668.575,2020-01-03 09:59:59.999000+00:00,6300103.35945,5884.0,23177.504,3063918.54618,0
2020-01-03 10:00:00+00:00,132.31,132.66,131.48,132.0,37473.557,2020-01-03 10:59:59.999000+00:00,4946929.03136,4010.0,17948.746,2369645.20787,0
2020-01-03 11:00:00+00:00,132.0,132.53,131.83,132.42,21476.944,2020-01-03 11:59:59.999000+00:00,2838629.14399,2335.0,11150.375,1473720.71991,0
2020-01-03 12:00:00+00:00,132.4,132.8,131.87,132.19,24560.354,2020-01-03 12:59:59.999000+00:00,3250430.2675,2820.0,13133.285,1738141.52654,0
2020-01-03 13:00:00+00:00,132.19,133.95,132.19,133.47,36045.677,2020-01-03 13:59:59.999000+00:00,4793050.38118,4525.0,21222.24,2822705.38873,0
2020-01-03 14:00:00+00:00,133.48,133.78,130.94,131.59,67475.896,2020-01-03 14:59:59.999000+00:00,8901482.68062,8198.0,29883.98,3941791.69552,0
2020-01-03 15:00:00+00:00,131.62,132.47,131.57,132.45,21778.628,2020-01-03 15:59:59.999000+00:00,2872122.2441,2586.0,11307.46,1491076.45131,0
2020-01-03 16:00:00+00:00,132.48,133.74,131.92,133.4,76657.809,2020-01-03 16:59:59.999000+00:00,10191478.51714,9649.0,39678.174,5276076.55622,0
2020-01-03 17:00:00+00:00,133.4,134.94,132.66,133.93,63250.414,2020-01-03 17:59:59.999000+00:00,8454200.15994,6886.0,34129.039,4563138.25054,0
2020-01-03 18:00:00+00:00,133.92,134.16,133.17,133.45,36637.17,2020-01-03 18:59:59.999000+00:00,4897568.30208,3778.0,17521.295,2341964.94201,0
2020-01-03 19:00:00+00:00,133.42,133.48,132.17,133.41,37046.84,2020-01-03 19:59:59.999000+00:00,4924200.68225,4823.0,17666.703,2348550.51155,0
2020-01-03 20:00:00+00:00,133.42,133.98,132.96,133.39,26841.389,2020-01-03 20:59:59.999000+00:00,3582962.4082,3186.0,13827.019,1845460.94644,0
